695.77,19.56,676.16,36,0.000092740,true
124.22,21.57,102.60,5,0.000036629,true
526.00,20.82,505.13,26,0.000060986,true
257.60,20.21,237.34,12,0.000083659,true
242.84,20.72,222.08,11,0.000068953,true
121.37,20.57,100.74,5,0.000037464,true
240.67,20.80,219.80,11,0.000084737,true
260.10,21.56,238.49,12,0.000075323,true
142.97,19.78,123.14,6,0.000058871,true
219.21,20.21,198.96,10,0.000060419,true
477.94,20.19,457.69,23,0.000095059,true
275.08,19.51,255.51,13,0.000094807,true
137.66,20.75,116.84,6,0.000047869,true
163.92,20.77,142.70,7,0.000024755,true
158.47,20.74,137.67,7,0.000075948,true
241.68,20.76,220.81,11,0.000068207,true
173.65,20.55,153.04,8,0.000061145,true
276.39,20.18,256.16,13,0.000084660,true
226.93,19.15,207.72,11,0.000075833,true
135.97,19.66,116.27,6,0.000074676,true
159.63,20.58,139.00,7,0.000059011,true
117.71,20.56,97.09,5,0.000029156,true
162.92,19.75,143.11,8,0.000096183,true
226.57,25.61,200.50,11,0.000093960,true
150.35,19.36,130.94,7,0.000090488,true
113.21,22.76,90.40,5,0.000092436,true
366.77,24.54,342.19,19,0.000049558,true
147.71,20.78,126.86,7,0.000047530,true
539.34,20.88,518.37,29,0.000037361,true
521.57,20.88,500.64,27,0.000071209,true
393.98,19.92,374.01,21,0.000098541,true
401.70,19.71,381.94,21,0.000088945,true
133.78,22.77,110.95,6,0.000096906,true
