181.85,21.56,160.24,8,0.000068852,true
201.40,21.56,179.80,9,0.000063243,true
149.33,24.89,124.40,6,0.000074601,true
94.23,21.32,72.86,3,0.000076396,true
144.10,21.92,122.14,6,0.000087904,true
428.66,24.67,403.94,20,0.000063157,true
178.07,25.96,152.06,7,0.000074821,true
161.65,20.05,141.55,7,0.000050511,true
149.03,26.79,122.18,6,0.000031918,true
121.20,20.83,100.33,5,0.000099927,true
168.39,20.69,147.65,7,0.000063144,true
284.02,20.68,263.29,13,0.000011010,true
172.66,30.07,142.53,7,0.000086378,true
191.78,20.80,170.92,8,0.000057241,true
169.06,22.29,146.72,7,0.000072979,true
102.55,19.70,82.79,4,0.000048060,true
102.61,21.69,80.86,4,0.000095737,true
202.18,20.89,181.25,9,0.000064131,true
138.71,27.94,110.73,5,0.000032927,true
146.70,20.24,126.40,6,0.000067536,true
332.02,20.95,311.02,15,0.000006689,true
144.47,19.67,124.77,6,0.000065821,true
80.91,19.71,61.15,3,0.000097963,true
149.28,19.91,129.31,6,0.000067172,true
317.74,20.80,296.89,14,0.000026800,true
125.99,19.84,106.10,5,0.000007845,true
128.38,25.76,102.56,5,0.000003450,true
166.27,20.61,145.62,7,0.000084491,true
123.99,20.61,103.33,5,0.000093421,true
126.76,25.42,101.27,5,0.000051121,true
