297.60,19.75,277.82,12,0.000070866,true
607.13,20.80,586.30,26,0.000000000,true
423.77,22.93,400.79,18,0.000070659,true
257.65,19.70,237.92,10,0.000047411,true
301.28,20.09,281.15,12,0.000064563,true
297.02,19.84,277.13,12,0.000082747,true
430.03,21.85,408.14,18,0.000018643,true
461.98,19.78,442.16,19,0.000075461,true
500.05,23.98,476.04,21,0.000041583,true
365.83,19.82,345.96,15,0.000069665,true
326.46,20.96,305.05,13,0.000097092,true
294.77,18.78,275.94,12,0.000079550,true
250.40,20.93,229.44,10,0.000024481,true
292.37,20.06,272.27,12,0.000034023,true
546.98,23.03,523.91,23,0.000028022,true
315.23,19.81,295.38,13,0.000021294,true
319.06,18.78,300.24,13,0.000043740,true
644.63,21.00,623.59,27,0.000069444,true
612.44,19.73,592.68,26,0.000067648,true
413.57,22.95,390.58,17,0.000088743,true
249.65,19.84,229.78,10,0.000077309,true
352.07,23.65,328.40,14,0.000053187,true
687.49,23.11,664.36,29,0.000066220,true
415.48,18.99,396.45,17,0.000048744,true
582.99,19.02,563.93,24,0.000039369,true
410.41,18.80,391.58,17,0.000089092,true
322.01,19.97,302.01,13,0.000073827,true
234.49,25.60,208.85,9,0.000044854,true
574.91,20.93,553.94,24,0.000093782,true
606.97,19.93,586.99,25,0.000098275,true
