341.06,20.94,320.05,14,0.000056196,true
260.48,21.37,239.06,10,0.000055628,true
252.68,20.87,231.76,10,0.000092027,true
542.11,20.90,521.16,22,0.000087656,true
306.30,21.31,284.94,12,0.000051141,true
474.93,20.86,454.01,19,0.000055824,true
370.39,20.69,349.66,15,0.000076491,true
466.98,19.92,447.00,19,0.000048879,true
283.85,21.86,261.95,11,0.000021167,true
305.54,24.94,280.54,12,0.000050112,true
326.90,20.71,306.13,13,0.000095380,true
418.12,20.26,397.81,17,0.000064236,true
376.89,24.02,352.80,15,0.000099448,true
418.92,21.76,397.12,17,0.000098726,true
405.66,20.23,385.38,16,0.000046208,true
323.25,20.69,302.51,13,0.000053480,true
433.22,21.75,411.41,17,0.000059728,true
281.65,21.89,259.73,11,0.000040723,true
232.54,19.75,212.75,9,0.000098006,true
371.32,20.69,350.58,15,0.000069576,true
443.24,19.75,423.43,18,0.000098037,true
276.85,20.84,255.96,11,0.000071331,true
184.57,20.66,163.85,7,0.000052792,true
390.83,20.73,370.06,16,0.000061346,true
295.07,19.72,275.31,12,0.000048743,true
346.55,20.66,325.83,14,0.000044852,true
398.77,20.69,377.63,16,0.000087153,true
306.56,21.79,284.73,12,0.000065929,true
444.95,20.30,424.60,18,0.000089825,true
410.28,20.70,389.52,17,0.000065536,true
