526.75,20.91,505.76,28,0.000084817,true
131.79,19.52,112.23,6,0.000058899,true
366.38,22.61,343.72,19,0.000072445,true
183.04,20.68,162.30,9,0.000086429,true
222.27,20.68,201.55,11,0.000039556,true
199.84,20.66,179.14,10,0.000076833,true
147.34,21.06,126.23,7,0.000041491,true
195.87,20.70,175.11,10,0.000027721,true
330.10,19.98,310.07,17,0.000091443,true
155.36,20.76,134.56,7,0.000065098,true
198.33,19.70,178.59,10,0.000035672,true
149.24,20.61,128.57,7,0.000046594,true
166.13,20.43,145.65,8,0.000095820,true
303.61,19.74,283.82,16,0.000097744,true
278.48,21.75,256.67,14,0.000037929,true
307.87,19.32,288.49,16,0.000066458,true
169.00,20.79,148.16,8,0.000029091,true
294.67,21.51,273.12,15,0.000043386,true
145.59,20.86,124.67,7,0.000080798,true
129.34,19.62,109.66,6,0.000097070,true
184.88,20.88,163.95,9,0.000067604,true
298.66,23.41,275.21,15,0.000003964,true
297.44,20.45,276.93,15,0.000094685,true
161.89,20.97,140.87,8,0.000054112,true
190.64,20.75,169.84,9,0.000084429,true
322.51,21.38,301.08,17,0.000041066,true
146.16,20.64,125.47,7,0.000099359,true
230.53,20.73,209.75,11,0.000096445,true
144.21,19.64,124.50,7,0.000056900,true
