12.08,2.79,9.29,24,0.000087117,true
9.59,2.70,6.88,10,0.000088504,true
13.97,2.90,11.07,12,0.000075403,true
8.62,3.85,4.76,11,0.000081441,true
12.34,2.80,9.54,15,0.000085518,true
10.79,2.82,7.98,12,0.000095857,true
12.61,2.79,9.82,24,0.000063366,true
13.72,2.74,10.98,17,0.000077908,true
11.37,4.48,6.89,12,0.000078851,true
15.18,2.70,12.48,36,0.000048930,true
9.24,2.83,6.41,9,0.000090209,true
7.67,2.82,4.85,11,0.000072057,true
13.13,2.84,10.29,13,0.000082829,true
12.04,2.86,9.18,11,0.000094302,true
10.20,2.81,7.39,8,0.000072869,true
11.83,2.76,9.07,10,0.000078671,true
13.53,2.73,10.80,14,0.000055923,true
13.57,2.82,10.75,13,0.000042946,true
12.98,2.73,10.25,13,0.000047615,true
7.79,2.88,4.91,11,0.000034141,true
12.48,2.88,9.61,26,0.000025906,true
14.91,2.76,12.15,35,0.000045886,true
16.96,2.79,14.17,23,0.000053985,true
9.49,4.15,5.34,8,0.000084186,true
11.88,2.81,9.08,14,0.000044868,true
13.07,2.85,10.23,16,0.000050229,true
14.28,2.81,11.47,15,0.000080516,true
11.25,2.70,8.55,11,0.000097371,true
6.51,2.85,3.67,8,0.000030197,true
10.62,2.78,7.84,12,0.000068278,true
