460.48,21.89,438.54,22,0.000052223,true
1064.99,21.80,1043.15,53,0.000088381,true
264.36,22.39,241.92,12,0.000097130,true
239.48,22.74,216.69,10,0.000078417,true
357.23,21.35,335.84,17,0.000091003,true
183.40,22.20,161.14,8,0.000014840,true
165.40,21.71,143.64,7,0.000064593,true
404.43,22.80,381.59,19,0.000082403,true
358.33,20.65,337.63,17,0.000039012,true
468.87,20.72,448.11,22,0.000078098,true
206.29,22.22,184.02,9,0.000075046,true
223.52,19.66,203.81,10,0.000086921,true
694.44,21.90,672.49,34,0.000053546,true
394.06,21.28,372.73,19,0.000088598,true
176.99,20.84,156.10,8,0.000031230,true
185.94,22.52,163.37,8,0.000028560,true
160.22,19.24,140.94,7,0.000060777,true
654.50,22.87,631.59,32,0.000060164,true
214.17,19.76,194.36,9,0.000056350,true
146.59,19.96,126.58,6,0.000071292,true
139.51,20.69,118.77,6,0.000063009,true
209.46,21.57,187.83,9,0.000075069,true
298.15,21.06,277.04,14,0.000093948,true
473.90,21.44,452.41,23,0.000085734,true
279.10,20.93,258.13,13,0.000071657,true
264.59,20.77,243.76,12,0.000055100,true
546.22,19.28,526.89,26,0.000029098,true
372.75,19.91,352.79,17,0.000054116,true
184.23,20.78,163.41,8,0.000053006,true
302.67,19.75,282.85,14,0.000078695,true
209.73,21.00,188.68,9,0.000070399,true
